country,cabr,year,cut,subcut,indicator,value,se,N,method
Viet Nam2023,VNM,2023.0,Location,Mekong River Delta,corr1,43.58415604,12.78227,39.0,Global
Viet Nam2023,VNM,2023.0,Location,Mekong River Delta,corr10,0,0.0,5.0,Global
Viet Nam2023,VNM,2023.0,Location,Mekong River Delta,corr11,18.01818657,6.0537767,130.0,Global
Viet Nam2023,VNM,2023.0,Location,Mekong River Delta,corr2,.,,,Global
Viet Nam2023,VNM,2023.0,Location,Mekong River Delta,corr4,22.20326042,9.286238,119.0,Global
Viet Nam2023,VNM,2023.0,Location,Mekong River Delta,corr6,0,0.0,10.0,Global
Viet Nam2023,VNM,2023.0,Location,Mekong River Delta,corr7,0,0.0,8.0,Global
Viet Nam2023,VNM,2023.0,Location,Mekong River Delta,corr8,27.3995285,0.0,7.0,Global
Viet Nam2023,VNM,2023.0,Location,Mekong River Delta,corr9,52.05990982,0.0,2.0,Global
Viet Nam2023,VNM,2023.0,Location,Mekong River Delta,crime9,1.273045421,0.7623039,127.0,Global
Viet Nam2023,VNM,2023.0,Location,Mekong River Delta,disp1,7.636304379,4.6917553,131.0,Global
Viet Nam2023,VNM,2023.0,Location,Mekong River Delta,disp2,3.643744707,0.0,4.0,Global
Viet Nam2023,VNM,2023.0,Location,Mekong River Delta,bready_disp3,62.3055687,12.643346,95.0,Global
Viet Nam2023,VNM,2023.0,Location,Mekong River Delta,bready_disp4,76.26357269,10.580352,96.0,Global
Viet Nam2023,VNM,2023.0,Location,Mekong River Delta,bready_disp5,81.00488281,9.809365,96.0,Global
Viet Nam2023,VNM,2023.0,Location,Mekong River Delta,bready_disp6,96.39575195,1.399524,127.0,Global
Viet Nam2023,VNM,2023.0,Location,Mekong River Delta,fin1,91.24539185,2.990701,29.0,Global
Viet Nam2023,VNM,2023.0,Location,Mekong River Delta,fin11,65.63290405,6.102596,40.0,Global
Viet Nam2023,VNM,2023.0,Location,Mekong River Delta,fin12,10.47685719,4.0286427,29.0,Global
Viet Nam2023,VNM,2023.0,Location,Mekong River Delta,fin13,16.93899155,5.6304054,128.0,Global
Viet Nam2023,VNM,2023.0,Location,Mekong River Delta,fin14,28.5443573,9.9663515,126.0,Global
Viet Nam2023,VNM,2023.0,Location,Mekong River Delta,fin16,7.260384083,4.8545647,132.0,Global
Viet Nam2023,VNM,2023.0,Location,Mekong River Delta,fin20,47.37664795,10.323374,122.0,Global
Viet Nam2023,VNM,2023.0,Location,Mekong River Delta,fin21,1.693140745,2.2500594,25.0,Global
Viet Nam2023,VNM,2023.0,Location,Mekong River Delta,fin23,33.37759781,10.060109,117.0,Global
Viet Nam2023,VNM,2023.0,Location,Mekong River Delta,fin24,7.37506485,3.7292597,117.0,Global
Viet Nam2023,VNM,2023.0,Location,Mekong River Delta,bready_fin26,45.70983124,12.223396,93.0,Global
Viet Nam2023,VNM,2023.0,Location,Mekong River Delta,bready_fin27,22.8288517,2.3149076,22.0,Global
Viet Nam2023,VNM,2023.0,Location,Mekong River Delta,bready_fin28,46.708992,7.330915,131.0,Global
Viet Nam2023,VNM,2023.0,Location,Mekong River Delta,bready_fin29,2.963666439,0.63931555,101.0,Global
Viet Nam2023,VNM,2023.0,Location,Mekong River Delta,bready_fin30,.1196289435,0.027888628,78.0,Global
Viet Nam2023,VNM,2023.0,Location,Mekong River Delta,bready_fin31,43.74286652,8.5229435,111.0,Global
Viet Nam2023,VNM,2023.0,Location,Mekong River Delta,bready_fin32,.1062884107,0.027799008,66.0,Global
Viet Nam2023,VNM,2023.0,Location,Mekong River Delta,bready_fin33,77.0953064,4.9520073,132.0,Global
Viet Nam2023,VNM,2023.0,Location,Mekong River Delta,fin7,6.393696308,1.7922518,126.0,Global
Viet Nam2023,VNM,2023.0,Location,Mekong River Delta,gend1,14.13565636,6.676362,135.0,Global
Viet Nam2023,VNM,2023.0,Location,Mekong River Delta,gend2,36.71913147,5.211348,133.0,Global
Viet Nam2023,VNM,2023.0,Location,Mekong River Delta,gend3,79.02603149,3.947863,79.0,Global
Viet Nam2023,VNM,2023.0,Location,Mekong River Delta,gend4,13.68624306,6.597677,135.0,Global
Viet Nam2023,VNM,2023.0,Location,Mekong River Delta,gend5,53.12164688,6.619197,81.0,Global
Viet Nam2023,VNM,2023.0,Location,Mekong River Delta,gend6,13.52549362,6.613931,135.0,Global
Viet Nam2023,VNM,2023.0,Location,Mekong River Delta,bready_gend7,10.20349789,9.41099,14.0,Global
Viet Nam2023,VNM,2023.0,Location,Mekong River Delta,gend8,78.64256287,8.713109,18.0,Global
Viet Nam2023,VNM,2023.0,Location,Mekong River Delta,gend9,56.07513809,0.16844723,5.0,Global
Viet Nam2023,VNM,2023.0,Location,Mekong River Delta,graft2,37.88124466,10.883088,52.0,Global
Viet Nam2023,VNM,2023.0,Location,Mekong River Delta,graft3,39.73497772,10.782428,52.0,Global
Viet Nam2023,VNM,2023.0,Location,Mekong River Delta,bready_in1_median,14,0.3493141,10.0,Global
Viet Nam2023,VNM,2023.0,Location,Mekong River Delta,in11,18.14183807,9.425586,134.0,Global
Viet Nam2023,VNM,2023.0,Location,Mekong River Delta,in12,19.1702919,7.2532983,134.0,Global
Viet Nam2023,VNM,2023.0,Location,Mekong River Delta,in16,50.25946045,10.736311,135.0,Global
Viet Nam2023,VNM,2023.0,Location,Mekong River Delta,bready_in18,8.799921036,7.844568,135.0,Global
Viet Nam2023,VNM,2023.0,Location,Mekong River Delta,in19,2.008475304,,6.0,Global
Viet Nam2023,VNM,2023.0,Location,Mekong River Delta,bready_in2,.7522500157,0.14592917,133.0,Global
Viet Nam2023,VNM,2023.0,Location,Mekong River Delta,in20,9.613657951,,4.0,Global
Viet Nam2023,VNM,2023.0,Location,Mekong River Delta,bready_in21,22.85289764,9.862564,131.0,Global
Viet Nam2023,VNM,2023.0,Location,Mekong River Delta,bready_in22_median,1,0.17647764,19.0,Global
Viet Nam2023,VNM,2023.0,Location,Mekong River Delta,bready_in23,73.48210144,9.195971,134.0,Global
Viet Nam2023,VNM,2023.0,Location,Mekong River Delta,in24,1.037397742,0.70865804,135.0,Global
Viet Nam2023,VNM,2023.0,Location,Mekong River Delta,in25,4.157864571,0.99627256,133.0,Global
Viet Nam2023,VNM,2023.0,Location,Mekong River Delta,in26,5.248145103,1.5991045,133.0,Global
Viet Nam2023,VNM,2023.0,Location,Mekong River Delta,bready_in3_median,0,1.0820127,132.0,Global
Viet Nam2023,VNM,2023.0,Location,Mekong River Delta,bready_in4_median,0,0.6955876,123.0,Global
Viet Nam2023,VNM,2023.0,Location,Mekong River Delta,bready_in5_median,3,0.0,8.0,Global
Viet Nam2023,VNM,2023.0,Location,Mekong River Delta,bready_in9,17.5769577,7.226391,135.0,Global
Viet Nam2023,VNM,2023.0,Location,Mekong River Delta,infor1,50.97771072,9.089032,106.0,Global
Viet Nam2023,VNM,2023.0,Location,Mekong River Delta,infor2,16.18008232,7.5985255,129.0,Global
Viet Nam2023,VNM,2023.0,Location,Mekong River Delta,infor4,88.16153717,6.9367523,135.0,Global
Viet Nam2023,VNM,2023.0,Location,Mekong River Delta,infor5,.4073536396,0.2784615,135.0,Global
Viet Nam2023,VNM,2023.0,Location,Mekong River Delta,lform3,97.35115814,0.9636544,135.0,Global
Viet Nam2023,VNM,2023.0,Location,Mekong River Delta,mgmt1,33.86899185,4.7372565,58.0,Global
Viet Nam2023,VNM,2023.0,Location,Mekong River Delta,mgmt2,31.50165558,5.640065,68.0,Global
Viet Nam2023,VNM,2023.0,Location,Mekong River Delta,mgmt3,4.957677841,1.6935922,88.0,Global
Viet Nam2023,VNM,2023.0,Location,Mekong River Delta,mgmt4,27.5089283,5.787839,89.0,Global
Viet Nam2023,VNM,2023.0,Location,Mekong River Delta,mgmt5,26.92663956,6.9006057,89.0,Global
Viet Nam2023,VNM,2023.0,Location,Mekong River Delta,mgmt6,10.5815258,1.6990144,89.0,Global
Viet Nam2023,VNM,2023.0,Location,Mekong River Delta,mgmt7,50.81027985,6.0300946,88.0,Global
Viet Nam2023,VNM,2023.0,Location,Mekong River Delta,mgmt8,62.46874619,10.274091,82.0,Global
Viet Nam2023,VNM,2023.0,Location,Mekong River Delta,mgmt9,63.88576508,9.242065,72.0,Global
Viet Nam2023,VNM,2023.0,Location,Mekong River Delta,obst1,48.616642,9.279103,111.0,Global
Viet Nam2023,VNM,2023.0,Location,Mekong River Delta,obst10,0,0.0,111.0,Global
Viet Nam2023,VNM,2023.0,Location,Mekong River Delta,obst11,2.706863642,0.89574707,111.0,Global
Viet Nam2023,VNM,2023.0,Location,Mekong River Delta,obst12,4.320067883,3.2719443,111.0,Global
Viet Nam2023,VNM,2023.0,Location,Mekong River Delta,obst13,3.035909891,3.1548955,111.0,Global
Viet Nam2023,VNM,2023.0,Location,Mekong River Delta,obst14,.9643672109,0.72083235,111.0,Global
Viet Nam2023,VNM,2023.0,Location,Mekong River Delta,obst15,10.50485516,10.028362,111.0,Global
Viet Nam2023,VNM,2023.0,Location,Mekong River Delta,obst2,9.621431351,6.2162695,111.0,Global
Viet Nam2023,VNM,2023.0,Location,Mekong River Delta,obst3,.2471963912,0.2287434,111.0,Global
Viet Nam2023,VNM,2023.0,Location,Mekong River Delta,obst4,.5883590579,0.43233746,111.0,Global
Viet Nam2023,VNM,2023.0,Location,Mekong River Delta,obst5,0,0.0,111.0,Global
Viet Nam2023,VNM,2023.0,Location,Mekong River Delta,obst6,9.380402565,7.5302105,111.0,Global
Viet Nam2023,VNM,2023.0,Location,Mekong River Delta,obst7,4.350020409,4.333709,111.0,Global
Viet Nam2023,VNM,2023.0,Location,Mekong River Delta,obst8,4.718505383,0.70978826,111.0,Global
Viet Nam2023,VNM,2023.0,Location,Mekong River Delta,obst9,.945381403,0.76751095,111.0,Global
Viet Nam2023,VNM,2023.0,Location,Mekong River Delta,perf1,-3.529640436,3.8399925,132.0,Global
Viet Nam2023,VNM,2023.0,Location,Mekong River Delta,perf2,14.52867889,5.7262244,133.0,Global
Viet Nam2023,VNM,2023.0,Location,Mekong River Delta,perf3,-12.86559582,6.5425816,131.0,Global
Viet Nam2023,VNM,2023.0,Location,Mekong River Delta,perf4,15.85117435,8.107756,135.0,Global
Viet Nam2023,VNM,2023.0,Location,Mekong River Delta,reg1,3.564336538,1.0220497,114.0,Global
Viet Nam2023,VNM,2023.0,Location,Mekong River Delta,bready_reg10,.6605412364,0.31484535,134.0,Global
Viet Nam2023,VNM,2023.0,Location,Mekong River Delta,bready_reg11,99.99999237,0.0,5.0,Global
Viet Nam2023,VNM,2023.0,Location,Mekong River Delta,bready_reg12,83.06665802,4.271483,126.0,Global
Viet Nam2023,VNM,2023.0,Location,Mekong River Delta,reg2_c,1.729342222,0.46836856,40.0,Global
Viet Nam2023,VNM,2023.0,Location,Mekong River Delta,reg4,2.021328211,0.46873534,131.0,Global
Viet Nam2023,VNM,2023.0,Location,Mekong River Delta,reg5,3.668983698,2.703995,133.0,Global
Viet Nam2023,VNM,2023.0,Location,Mekong River Delta,reg6,25.29188538,8.156363,131.0,Global
Viet Nam2023,VNM,2023.0,Location,Mekong River Delta,reg8,6.237504959,4.0518594,126.0,Global
Viet Nam2023,VNM,2023.0,Location,Mekong River Delta,bready_reg9,13.50179577,3.4327545,11.0,Global
Viet Nam2023,VNM,2023.0,Location,Mekong River Delta,bready_t1,2.233508348,0.91063976,130.0,Global
Viet Nam2023,VNM,2023.0,Location,Mekong River Delta,t10,.2880310714,0.32576823,94.0,Global
Viet Nam2023,VNM,2023.0,Location,Mekong River Delta,bready_t11,0,0.0,96.0,Global
Viet Nam2023,VNM,2023.0,Location,Mekong River Delta,t3,76.24547577,2.9171112,82.0,Global
Viet Nam2023,VNM,2023.0,Location,Mekong River Delta,t4,14.94911003,6.706577,82.0,Global
Viet Nam2023,VNM,2023.0,Location,Mekong River Delta,t5,23.55673981,7.4215384,135.0,Global
Viet Nam2023,VNM,2023.0,Location,Mekong River Delta,t7,13.58410931,8.683875,133.0,Global
Viet Nam2023,VNM,2023.0,Location,Mekong River Delta,t8,89.11197662,1.9805795,8.0,Global
Viet Nam2023,VNM,2023.0,Location,Mekong River Delta,t9,9.954223633,8.37848,132.0,Global
Viet Nam2023,VNM,2023.0,Location,Mekong River Delta,bready_tax1_median,48,56.85913,114.0,Global
Viet Nam2023,VNM,2023.0,Location,Mekong River Delta,bready_tax2,100,7.8992585e-08,135.0,Global
Viet Nam2023,VNM,2023.0,Location,Mekong River Delta,bready_tax3,100,7.8992585e-08,135.0,Global
Viet Nam2023,VNM,2023.0,Location,Mekong River Delta,bready_tax4_median,3,0.3871882,11.0,Global
Viet Nam2023,VNM,2023.0,Location,Mekong River Delta,bready_tax5_median,10,0.3531242,37.0,Global
Viet Nam2023,VNM,2023.0,Location,Mekong River Delta,bready_tax6,29.46529961,16.383263,65.0,Global
Viet Nam2023,VNM,2023.0,Location,Mekong River Delta,bready_tax7,8.604830742,1.8422636,125.0,Global
Viet Nam2023,VNM,2023.0,Location,Mekong River Delta,bready_tax8,16.34275818,1.2038608,121.0,Global
Viet Nam2023,VNM,2023.0,Location,Mekong River Delta,tr1,3.871349812,0.43521872,18.0,Global
Viet Nam2023,VNM,2023.0,Location,Mekong River Delta,tr16,4.502226353,2.0695882,134.0,Global
Viet Nam2023,VNM,2023.0,Location,Mekong River Delta,bready_tr18_median,3,0.7509328,21.0,Global
Viet Nam2023,VNM,2023.0,Location,Mekong River Delta,bready_tr19,0,0.0,23.0,Global
Viet Nam2023,VNM,2023.0,Location,Mekong River Delta,bready_tr20,5.200572491,1.8252797,9.0,Global
Viet Nam2023,VNM,2023.0,Location,Mekong River Delta,tr21,37.14761353,1.9123119,27.0,Global
Viet Nam2023,VNM,2023.0,Location,Mekong River Delta,tr22,6.892961979,4.0166287,130.0,Global
Viet Nam2023,VNM,2023.0,Location,Mekong River Delta,tr23,9.427324295,0.07918425,10.0,Global
Viet Nam2023,VNM,2023.0,Location,Mekong River Delta,bready_tr24_median,14,0.11536331,10.0,Global
Viet Nam2023,VNM,2023.0,Location,Mekong River Delta,bready_tr25,5.784739494,0.0,4.0,Global
Viet Nam2023,VNM,2023.0,Location,Mekong River Delta,bready_tr26,80.59557343,7.9807744,128.0,Global
Viet Nam2023,VNM,2023.0,Location,Mekong River Delta,tr5,2.622357368,0.80668396,134.0,Global
Viet Nam2023,VNM,2023.0,Location,Mekong River Delta,tr9,10.49010563,8.224761,128.0,Global
Viet Nam2023,VNM,2023.0,Location,Mekong River Delta,bready_wk1,10.27972794,6.967834,135.0,Global
Viet Nam2023,VNM,2023.0,Location,Mekong River Delta,wk10,3.382561922,1.6111243,132.0,Global
Viet Nam2023,VNM,2023.0,Location,Mekong River Delta,wk15,82.01828766,1.7509758,83.0,Global
Viet Nam2023,VNM,2023.0,Location,Mekong River Delta,wk19,73.85220337,6.836367,81.0,Global
Viet Nam2023,VNM,2023.0,Location,Mekong River Delta,wk2,59.78660202,14.714215,18.0,Global
Viet Nam2023,VNM,2023.0,Location,Mekong River Delta,wk20,96.1686554,3.1569164,133.0,Global
Viet Nam2023,VNM,2023.0,Location,Mekong River Delta,wk21,36.09281921,3.6541975,135.0,Global
Viet Nam2023,VNM,2023.0,Location,Mekong River Delta,wk22,80.789711,6.111373,135.0,Global
Viet Nam2023,VNM,2023.0,Location,Mekong River Delta,wk23,56.71875763,5.8316984,117.0,Global
Viet Nam2023,VNM,2023.0,Location,Mekong River Delta,bready_wk24,1.575794578,0.0132350745,22.0,Global
Viet Nam2023,VNM,2023.0,Location,Mekong River Delta,bready_wk25,.1069323197,0.075231194,20.0,Global
Viet Nam2023,VNM,2023.0,Location,Mekong River Delta,bready_wk26,0,0.0,131.0,Global
Viet Nam2023,VNM,2023.0,Location,Mekong River Delta,bready_wk27,.,,,Global
Viet Nam2023,VNM,2023.0,Location,Mekong River Delta,bready_wk28,95.60289001,1.297615,133.0,Global
Viet Nam2023,VNM,2023.0,Location,Mekong River Delta,wk8,17.1961422,1.0276161,129.0,Global
Viet Nam2023,VNM,2023.0,Location,Mekong River Delta,wk9,1.031175017,0.10911178,133.0,Global
Viet Nam2023,VNM,2023.0,Location,"Northern Central region, the Central Coast, Central Highlands",_sample,1,0.0,159.0,Global
Viet Nam2023,VNM,2023.0,Location,"Northern Central region, the Central Coast, Central Highlands",bus1,36.89933014,5.5081897,7.0,Global
Viet Nam2023,VNM,2023.0,Location,"Northern Central region, the Central Coast, Central Highlands",bus2,6.609858036,2.4890094,8.0,Global
Viet Nam2023,VNM,2023.0,Location,"Northern Central region, the Central Coast, Central Highlands",bready_bus3_median,21,15.791779,15.0,Global
Viet Nam2023,VNM,2023.0,Location,"Northern Central region, the Central Coast, Central Highlands",bus5,2.481683254,1.5266725,155.0,Global
Viet Nam2023,VNM,2023.0,Location,"Northern Central region, the Central Coast, Central Highlands",car1,12.11196709,0.80817217,159.0,Global
Viet Nam2023,VNM,2023.0,Location,"Northern Central region, the Central Coast, Central Highlands",car2,99.33103943,0.23097634,159.0,Global
Viet Nam2023,VNM,2023.0,Location,"Northern Central region, the Central Coast, Central Highlands",car7,1.376999974,0.97873336,159.0,Global
Viet Nam2023,VNM,2023.0,Location,"Northern Central region, the Central Coast, Central Highlands",car8,.0418946221,0.03163577,159.0,Global
Viet Nam2023,VNM,2023.0,Location,"Northern Central region, the Central Coast, Central Highlands",bready_comp1,65.20271301,4.9979086,88.0,Global
Viet Nam2023,VNM,2023.0,Location,"Northern Central region, the Central Coast, Central Highlands",bready_comp2,0,0.0,113.0,Global
Viet Nam2023,VNM,2023.0,Location,"Northern Central region, the Central Coast, Central Highlands",bready_comp3,9.946455956,5.900145,113.0,Global
Viet Nam2023,VNM,2023.0,Location,"Northern Central region, the Central Coast, Central Highlands",bready_comp4,90.05353546,5.900145,113.0,Global
Viet Nam2023,VNM,2023.0,Location,"Northern Central region, the Central Coast, Central Highlands",bready_comp5,88.90730286,3.5519822,135.0,Global
Viet Nam2023,VNM,2023.0,Location,"Northern Central region, the Central Coast, Central Highlands",bready_comp6,7.766658783,4.849272,154.0,Global
Viet Nam2023,VNM,2023.0,Location,"Northern Central region, the Central Coast, Central Highlands",bready_comp7,64.92797852,4.3814483,155.0,Global
Viet Nam2023,VNM,2023.0,Location,"Northern Central region, the Central Coast, Central Highlands",bready_comp8,69.41268921,5.585186,138.0,Global
Viet Nam2023,VNM,2023.0,Location,"Northern Central region, the Central Coast, Central Highlands",bready_comp9,69.17207336,6.5473166,42.0,Global
Viet Nam2023,VNM,2023.0,Location,"Northern Central region, the Central Coast, Central Highlands",corr1,31.34286308,7.873235,90.0,Global
Viet Nam2023,VNM,2023.0,Location,"Northern Central region, the Central Coast, Central Highlands",corr10,0,0.0,9.0,Global
Viet Nam2023,VNM,2023.0,Location,"Northern Central region, the Central Coast, Central Highlands",corr11,8.795063972,2.766171,147.0,Global
Viet Nam2023,VNM,2023.0,Location,"Northern Central region, the Central Coast, Central Highlands",corr2,.,,,Global
Viet Nam2023,VNM,2023.0,Location,"Northern Central region, the Central Coast, Central Highlands",corr4,39.80463791,7.4798646,131.0,Global
Viet Nam2023,VNM,2023.0,Location,"Northern Central region, the Central Coast, Central Highlands",corr6,22.71475601,1.2740417,13.0,Global
Viet Nam2023,VNM,2023.0,Location,"Northern Central region, the Central Coast, Central Highlands",corr7,.5815250278,1.5405381,9.0,Global
Viet Nam2023,VNM,2023.0,Location,"Northern Central region, the Central Coast, Central Highlands",corr8,1.041883469,0.0,19.0,Global
Viet Nam2023,VNM,2023.0,Location,"Northern Central region, the Central Coast, Central Highlands",corr9,3.158734322,1.0782996,7.0,Global
Viet Nam2023,VNM,2023.0,Location,"Northern Central region, the Central Coast, Central Highlands",crime9,.6465940475,0.71555465,144.0,Global
Viet Nam2023,VNM,2023.0,Location,"Northern Central region, the Central Coast, Central Highlands",disp1,1.402165413,0.94789934,159.0,Global
Viet Nam2023,VNM,2023.0,Location,"Northern Central region, the Central Coast, Central Highlands",disp2,85.71478271,0.0,4.0,Global
Viet Nam2023,VNM,2023.0,Location,"Northern Central region, the Central Coast, Central Highlands",bready_disp3,90.73526001,3.3799841,139.0,Global
Viet Nam2023,VNM,2023.0,Location,"Northern Central region, the Central Coast, Central Highlands",bready_disp4,86.67922974,4.322022,131.0,Global
Viet Nam2023,VNM,2023.0,Location,"Northern Central region, the Central Coast, Central Highlands",bready_disp5,88.79610443,3.4763818,136.0,Global
Viet Nam2023,VNM,2023.0,Location,"Northern Central region, the Central Coast, Central Highlands",bready_disp6,96.31961823,1.326425,144.0,Global
Viet Nam2023,VNM,2023.0,Location,"Northern Central region, the Central Coast, Central Highlands",fin1,66.25374603,4.9753265,67.0,Global
Viet Nam2023,VNM,2023.0,Location,"Northern Central region, the Central Coast, Central Highlands",fin11,97.34926605,2.714861,83.0,Global
Viet Nam2023,VNM,2023.0,Location,"Northern Central region, the Central Coast, Central Highlands",fin12,49.131073,14.77549,68.0,Global
Viet Nam2023,VNM,2023.0,Location,"Northern Central region, the Central Coast, Central Highlands",fin13,52.12525177,6.532424,157.0,Global
Viet Nam2023,VNM,2023.0,Location,"Northern Central region, the Central Coast, Central Highlands",fin14,52.48802185,6.6908016,158.0,Global
Viet Nam2023,VNM,2023.0,Location,"Northern Central region, the Central Coast, Central Highlands",fin16,7.045048714,2.1788986,158.0,Global
Viet Nam2023,VNM,2023.0,Location,"Northern Central region, the Central Coast, Central Highlands",fin20,51.45517349,6.971331,157.0,Global
Viet Nam2023,VNM,2023.0,Location,"Northern Central region, the Central Coast, Central Highlands",fin21,0,0.0,73.0,Global
Viet Nam2023,VNM,2023.0,Location,"Northern Central region, the Central Coast, Central Highlands",fin23,3.056336403,2.2742822,155.0,Global
Viet Nam2023,VNM,2023.0,Location,"Northern Central region, the Central Coast, Central Highlands",fin24,11.95578289,3.0743446,155.0,Global
Viet Nam2023,VNM,2023.0,Location,"Northern Central region, the Central Coast, Central Highlands",bready_fin26,5.618066788,3.6456125,82.0,Global
Viet Nam2023,VNM,2023.0,Location,"Northern Central region, the Central Coast, Central Highlands",bready_fin27,8.361223221,0.8189777,60.0,Global
Viet Nam2023,VNM,2023.0,Location,"Northern Central region, the Central Coast, Central Highlands",bready_fin28,55.79335785,4.339387,149.0,Global
Viet Nam2023,VNM,2023.0,Location,"Northern Central region, the Central Coast, Central Highlands",bready_fin29,1.204131603,0.27403775,111.0,Global
Viet Nam2023,VNM,2023.0,Location,"Northern Central region, the Central Coast, Central Highlands",bready_fin30,.2827337384,0.11392844,87.0,Global
Viet Nam2023,VNM,2023.0,Location,"Northern Central region, the Central Coast, Central Highlands",bready_fin31,57.79018784,4.5677214,133.0,Global
Viet Nam2023,VNM,2023.0,Location,"Northern Central region, the Central Coast, Central Highlands",bready_fin32,.2827926576,0.0659169,67.0,Global
Viet Nam2023,VNM,2023.0,Location,"Northern Central region, the Central Coast, Central Highlands",bready_fin33,83.53775024,2.4195604,158.0,Global
Viet Nam2023,VNM,2023.0,Location,"Northern Central region, the Central Coast, Central Highlands",fin7,17.78870583,2.5098515,156.0,Global
Viet Nam2023,VNM,2023.0,Location,"Northern Central region, the Central Coast, Central Highlands",gend1,27.29519081,6.2102118,157.0,Global
Viet Nam2023,VNM,2023.0,Location,"Northern Central region, the Central Coast, Central Highlands",gend2,43.51874924,5.2714076,153.0,Global
Viet Nam2023,VNM,2023.0,Location,"Northern Central region, the Central Coast, Central Highlands",gend3,61.33138657,6.4399495,61.0,Global
Viet Nam2023,VNM,2023.0,Location,"Northern Central region, the Central Coast, Central Highlands",gend4,22.3346653,5.9343963,159.0,Global
Viet Nam2023,VNM,2023.0,Location,"Northern Central region, the Central Coast, Central Highlands",gend5,40.43857193,4.958333,59.0,Global
Viet Nam2023,VNM,2023.0,Location,"Northern Central region, the Central Coast, Central Highlands",gend6,21.47436333,5.9537454,157.0,Global
Viet Nam2023,VNM,2023.0,Location,"Northern Central region, the Central Coast, Central Highlands",bready_gend7,26.97977829,10.788383,38.0,Global
Viet Nam2023,VNM,2023.0,Location,"Northern Central region, the Central Coast, Central Highlands",gend8,47.42237091,4.043845,10.0,Global
Viet Nam2023,VNM,2023.0,Location,"Northern Central region, the Central Coast, Central Highlands",gend9,49.35662842,0.0,4.0,Global
Viet Nam2023,VNM,2023.0,Location,"Northern Central region, the Central Coast, Central Highlands",graft2,26.91922379,10.053278,100.0,Global
Viet Nam2023,VNM,2023.0,Location,"Northern Central region, the Central Coast, Central Highlands",graft3,29.30159569,10.295845,100.0,Global
Viet Nam2023,VNM,2023.0,Location,"Northern Central region, the Central Coast, Central Highlands",bready_in1_median,5,0.0,11.0,Global
Viet Nam2023,VNM,2023.0,Location,"Northern Central region, the Central Coast, Central Highlands",in11,4.44178772,1.4848354,159.0,Global
Viet Nam2023,VNM,2023.0,Location,"Northern Central region, the Central Coast, Central Highlands",in12,10.99294186,2.9433217,159.0,Global
Viet Nam2023,VNM,2023.0,Location,"Northern Central region, the Central Coast, Central Highlands",in16,37.7048912,6.2919016,158.0,Global
Viet Nam2023,VNM,2023.0,Location,"Northern Central region, the Central Coast, Central Highlands",bready_in18,.3470116258,0.33718252,159.0,Global
Viet Nam2023,VNM,2023.0,Location,"Northern Central region, the Central Coast, Central Highlands",in19,5.886568069,,2.0,Global
Viet Nam2023,VNM,2023.0,Location,"Northern Central region, the Central Coast, Central Highlands",bready_in2,.6510390043,0.20605879,153.0,Global
Viet Nam2023,VNM,2023.0,Location,"Northern Central region, the Central Coast, Central Highlands",in20,3,,2.0,Global
Viet Nam2023,VNM,2023.0,Location,"Northern Central region, the Central Coast, Central Highlands",bready_in21,25.17641068,4.1840544,156.0,Global
Viet Nam2023,VNM,2023.0,Location,"Northern Central region, the Central Coast, Central Highlands",bready_in22_median,1,0.26619366,26.0,Global
Viet Nam2023,VNM,2023.0,Location,"Northern Central region, the Central Coast, Central Highlands",bready_in23,87.44806671,1.667852,159.0,Global
Viet Nam2023,VNM,2023.0,Location,"Northern Central region, the Central Coast, Central Highlands",in24,7.544095039,2.155433,157.0,Global
Viet Nam2023,VNM,2023.0,Location,"Northern Central region, the Central Coast, Central Highlands",in25,.5143571496,0.1576732,158.0,Global
Viet Nam2023,VNM,2023.0,Location,"Northern Central region, the Central Coast, Central Highlands",in26,10.42884445,4.880226,155.0,Global
Viet Nam2023,VNM,2023.0,Location,"Northern Central region, the Central Coast, Central Highlands",bready_in3_median,0,0.21241081,150.0,Global
Viet Nam2023,VNM,2023.0,Location,"Northern Central region, the Central Coast, Central Highlands",bready_in4_median,0,0.12514168,144.0,Global
Viet Nam2023,VNM,2023.0,Location,"Northern Central region, the Central Coast, Central Highlands",bready_in5_median,30,0.0,8.0,Global
Viet Nam2023,VNM,2023.0,Location,"Northern Central region, the Central Coast, Central Highlands",bready_in9,13.36220837,3.3551388,159.0,Global
Viet Nam2023,VNM,2023.0,Location,"Northern Central region, the Central Coast, Central Highlands",infor1,37.40625381,6.829722,151.0,Global
Viet Nam2023,VNM,2023.0,Location,"Northern Central region, the Central Coast, Central Highlands",infor2,8.596089363,2.2834857,151.0,Global
Viet Nam2023,VNM,2023.0,Location,"Northern Central region, the Central Coast, Central Highlands",infor4,98.70515442,0.98985076,159.0,Global
Viet Nam2023,VNM,2023.0,Location,"Northern Central region, the Central Coast, Central Highlands",infor5,.02579174,0.01913006,159.0,Global
Viet Nam2023,VNM,2023.0,Location,"Northern Central region, the Central Coast, Central Highlands",lform3,90.8601532,2.71601,159.0,Global
Viet Nam2023,VNM,2023.0,Location,"Northern Central region, the Central Coast, Central Highlands",mgmt1,75.9162674,2.6901994,29.0,Global
Viet Nam2023,VNM,2023.0,Location,"Northern Central region, the Central Coast, Central Highlands",mgmt2,78.13983154,9.732115,49.0,Global
