country,cabr,year,cut,subcut,indicator,value,se,N,method,fielddate,sector_MS
Viet Nam2009,VNM,2009.0,,,fieldwork date,.,,,,6/2009 - 1/2010,
Viet Nam2009,VNM,2009.0,All,All,_sample,1,0.0,1053.0,Global,,
Viet Nam2009,VNM,2009.0,All,All,bus1,22.61590576,0.97112846,131.0,Global,,
Viet Nam2009,VNM,2009.0,All,All,bus2,15.89781761,1.9948964,234.0,Global,,
Viet Nam2009,VNM,2009.0,All,All,bready_bus3_median,30,34.875725,227.0,Global,,
Viet Nam2009,VNM,2009.0,All,All,bus5,1.592106342,1.0046425,1025.0,Global,,
Viet Nam2009,VNM,2009.0,All,All,car1,10.27004337,0.65435284,1046.0,Global,,
Viet Nam2009,VNM,2009.0,All,All,car2,89.85920715,2.5610757,1050.0,Global,,
Viet Nam2009,VNM,2009.0,All,All,car7,8.972064018,2.789611,1050.0,Global,,
Viet Nam2009,VNM,2009.0,All,All,car8,6.256596565,1.2069389,1051.0,Global,,
Viet Nam2009,VNM,2009.0,All,All,bready_comp1,.,,,Global,,
Viet Nam2009,VNM,2009.0,All,All,bready_comp2,.,,,Global,,
Viet Nam2009,VNM,2009.0,All,All,bready_comp3,.,,,Global,,
Viet Nam2009,VNM,2009.0,All,All,bready_comp4,.,,,Global,,
Viet Nam2009,VNM,2009.0,All,All,bready_comp5,.,,,Global,,
Viet Nam2009,VNM,2009.0,All,All,bready_comp6,.,,,Global,,
Viet Nam2009,VNM,2009.0,All,All,bready_comp7,.,,,Global,,
Viet Nam2009,VNM,2009.0,All,All,bready_comp8,.,,,Global,,
Viet Nam2009,VNM,2009.0,All,All,bready_comp9,.,,,Global,,
Viet Nam2009,VNM,2009.0,All,All,corr1,33.68036652,5.64433,633.0,Global,,
Viet Nam2009,VNM,2009.0,All,All,corr10,15.15547943,4.791122,248.0,Global,,
Viet Nam2009,VNM,2009.0,All,All,corr11,5.091258526,1.3029152,982.0,Global,,
Viet Nam2009,VNM,2009.0,All,All,corr2,53.70785141,7.2886705,171.0,Global,,
Viet Nam2009,VNM,2009.0,All,All,corr4,52.53854752,4.8180103,987.0,Global,,
Viet Nam2009,VNM,2009.0,All,All,corr6,18.76810837,3.620351,209.0,Global,,
Viet Nam2009,VNM,2009.0,All,All,corr7,3.742910862,2.670174,102.0,Global,,
Viet Nam2009,VNM,2009.0,All,All,corr8,47.87295914,7.247726,289.0,Global,,
Viet Nam2009,VNM,2009.0,All,All,corr9,18.24439812,2.1003752,135.0,Global,,
Viet Nam2009,VNM,2009.0,All,All,crime9,.7214218378,0.3536062,905.0,Global,,
Viet Nam2009,VNM,2009.0,All,All,disp1,.,,,Global,,
Viet Nam2009,VNM,2009.0,All,All,disp2,.,,,Global,,
Viet Nam2009,VNM,2009.0,All,All,bready_disp3,.,,,Global,,
Viet Nam2009,VNM,2009.0,All,All,bready_disp4,.,,,Global,,
Viet Nam2009,VNM,2009.0,All,All,bready_disp5,.,,,Global,,
Viet Nam2009,VNM,2009.0,All,All,bready_disp6,98.3747406,0.41955104,905.0,Global,,
Viet Nam2009,VNM,2009.0,All,All,fin1,74.70399475,4.774903,712.0,Global,,
Viet Nam2009,VNM,2009.0,All,All,fin11,90.80280304,3.050954,666.0,Global,,
Viet Nam2009,VNM,2009.0,All,All,fin12,21.4755497,4.9981775,712.0,Global,,
Viet Nam2009,VNM,2009.0,All,All,fin13,46.99956894,4.3105607,1037.0,Global,,
Viet Nam2009,VNM,2009.0,All,All,fin14,49.92775726,4.5595083,1050.0,Global,,
Viet Nam2009,VNM,2009.0,All,All,fin16,15.00378323,3.8101149,1024.0,Global,,
Viet Nam2009,VNM,2009.0,All,All,fin20,25.08561897,3.717943,1048.0,Global,,
Viet Nam2009,VNM,2009.0,All,All,fin21,.,,,Global,,
Viet Nam2009,VNM,2009.0,All,All,fin23,.,,,Global,,
Viet Nam2009,VNM,2009.0,All,All,fin24,.,,,Global,,
Viet Nam2009,VNM,2009.0,All,All,bready_fin26,29.59384155,7.4617066,410.0,Global,,
Viet Nam2009,VNM,2009.0,All,All,bready_fin27,.,,,Global,,
Viet Nam2009,VNM,2009.0,All,All,bready_fin28,.,,,Global,,
Viet Nam2009,VNM,2009.0,All,All,bready_fin29,.,,,Global,,
Viet Nam2009,VNM,2009.0,All,All,bready_fin30,.,,,Global,,
Viet Nam2009,VNM,2009.0,All,All,bready_fin31,.,,,Global,,
Viet Nam2009,VNM,2009.0,All,All,bready_fin32,.,,,Global,,
Viet Nam2009,VNM,2009.0,All,All,bready_fin33,71.18273926,2.8294764,1024.0,Global,,
Viet Nam2009,VNM,2009.0,All,All,fin7,21.48388863,2.9862485,1032.0,Global,,
Viet Nam2009,VNM,2009.0,All,All,gend1,59.17013168,4.292387,1050.0,Global,,
Viet Nam2009,VNM,2009.0,All,All,gend2,35.98191071,1.7827065,1033.0,Global,,
Viet Nam2009,VNM,2009.0,All,All,gend3,50.68762589,1.7872692,741.0,Global,,
Viet Nam2009,VNM,2009.0,All,All,gend4,26.37390518,4.371805,1052.0,Global,,
Viet Nam2009,VNM,2009.0,All,All,gend5,28.38247299,1.723824,760.0,Global,,
Viet Nam2009,VNM,2009.0,All,All,gend6,.,,,Global,,
Viet Nam2009,VNM,2009.0,All,All,bready_gend7,.,,,Global,,
Viet Nam2009,VNM,2009.0,All,All,gend8,.,,,Global,,
Viet Nam2009,VNM,2009.0,All,All,gend9,.,,,Global,,
Viet Nam2009,VNM,2009.0,All,All,graft2,27.27264977,4.032788,842.0,Global,,
Viet Nam2009,VNM,2009.0,All,All,graft3,38.33732986,4.5367675,842.0,Global,,
Viet Nam2009,VNM,2009.0,All,All,bready_in1_median,15,4.9265385,189.0,Global,,
Viet Nam2009,VNM,2009.0,All,All,in11,11.65495586,3.2432017,1044.0,Global,,
Viet Nam2009,VNM,2009.0,All,All,in12,6.595254898,1.7071352,1046.0,Global,,
Viet Nam2009,VNM,2009.0,All,All,in16,49.47504425,4.4271493,1052.0,Global,,
Viet Nam2009,VNM,2009.0,All,All,bready_in18,.,,,Global,,
Viet Nam2009,VNM,2009.0,All,All,in19,.,,,Global,,
Viet Nam2009,VNM,2009.0,All,All,bready_in2,.9659513235,0.12759836,1036.0,Global,,
Viet Nam2009,VNM,2009.0,All,All,in20,.,,,Global,,
Viet Nam2009,VNM,2009.0,All,All,bready_in21,.,,,Global,,
Viet Nam2009,VNM,2009.0,All,All,bready_in22_median,.,,,Global,,
Viet Nam2009,VNM,2009.0,All,All,bready_in23,75.58175659,2.5448809,1044.0,Global,,
Viet Nam2009,VNM,2009.0,All,All,in24,.,,,Global,,
Viet Nam2009,VNM,2009.0,All,All,in25,.,,,Global,,
Viet Nam2009,VNM,2009.0,All,All,in26,.,,,Global,,
Viet Nam2009,VNM,2009.0,All,All,bready_in3_median,0,0.4405433,1042.0,Global,,
Viet Nam2009,VNM,2009.0,All,All,bready_in4_median,0,0.806245,819.0,Global,,
Viet Nam2009,VNM,2009.0,All,All,bready_in5_median,10,13.658807,76.0,Global,,
Viet Nam2009,VNM,2009.0,All,All,bready_in9,34.76485443,3.1197662,796.0,Global,,
Viet Nam2009,VNM,2009.0,All,All,infor1,55.55856323,4.3647447,1036.0,Global,,
Viet Nam2009,VNM,2009.0,All,All,infor2,14.34186268,3.3220844,998.0,Global,,
Viet Nam2009,VNM,2009.0,All,All,infor4,87.46111298,2.065438,1047.0,Global,,
Viet Nam2009,VNM,2009.0,All,All,infor5,1.381312251,0.30803686,1041.0,Global,,
Viet Nam2009,VNM,2009.0,All,All,lform3,25.92078972,3.9483697,1053.0,Global,,
Viet Nam2009,VNM,2009.0,All,All,mgmt1,.,,,Global,,
Viet Nam2009,VNM,2009.0,All,All,mgmt2,.,,,Global,,
Viet Nam2009,VNM,2009.0,All,All,mgmt3,.,,,Global,,
Viet Nam2009,VNM,2009.0,All,All,mgmt4,.,,,Global,,
Viet Nam2009,VNM,2009.0,All,All,mgmt5,.,,,Global,,
Viet Nam2009,VNM,2009.0,All,All,mgmt6,.,,,Global,,
Viet Nam2009,VNM,2009.0,All,All,mgmt7,.,,,Global,,
Viet Nam2009,VNM,2009.0,All,All,mgmt8,.,,,Global,,
Viet Nam2009,VNM,2009.0,All,All,mgmt9,.,,,Global,,
Viet Nam2009,VNM,2009.0,All,All,obst1,24.66412544,4.389902,996.0,Global,,
Viet Nam2009,VNM,2009.0,All,All,obst10,.8917462826,0.28709793,996.0,Global,,
Viet Nam2009,VNM,2009.0,All,All,obst11,.4394086599,0.29308277,996.0,Global,,
Viet Nam2009,VNM,2009.0,All,All,obst12,19.32987595,4.0014143,996.0,Global,,
Viet Nam2009,VNM,2009.0,All,All,obst13,6.353993416,2.9669693,996.0,Global,,
Viet Nam2009,VNM,2009.0,All,All,obst14,3.479671717,1.3347323,996.0,Global,,
Viet Nam2009,VNM,2009.0,All,All,obst15,13.29671478,3.9320214,996.0,Global,,
Viet Nam2009,VNM,2009.0,All,All,obst2,6.885100842,1.4194231,996.0,Global,,
Viet Nam2009,VNM,2009.0,All,All,obst3,1.380594254,1.0073817,996.0,Global,,
Viet Nam2009,VNM,2009.0,All,All,obst4,3.251679182,1.2753018,996.0,Global,,
Viet Nam2009,VNM,2009.0,All,All,obst5,.2499446124,0.21191762,996.0,Global,,
Viet Nam2009,VNM,2009.0,All,All,obst6,1.022081852,0.68821704,996.0,Global,,
Viet Nam2009,VNM,2009.0,All,All,obst7,4.236827374,1.5044773,996.0,Global,,
Viet Nam2009,VNM,2009.0,All,All,obst8,4.285605431,0.9384987,996.0,Global,,
Viet Nam2009,VNM,2009.0,All,All,obst9,10.23263168,2.0128021,996.0,Global,,
Viet Nam2009,VNM,2009.0,All,All,perf1,6.73591423,4.3316708,860.0,Global,,
Viet Nam2009,VNM,2009.0,All,All,perf2,7.495858192,2.5718467,956.0,Global,,
Viet Nam2009,VNM,2009.0,All,All,perf3,2.626827717,3.9799488,840.0,Global,,
Viet Nam2009,VNM,2009.0,All,All,perf4,61.3915596,4.3967423,1049.0,Global,,
Viet Nam2009,VNM,2009.0,All,All,reg1,4.589390278,1.0662187,954.0,Global,,
Viet Nam2009,VNM,2009.0,All,All,bready_reg10,.,,,Global,,
Viet Nam2009,VNM,2009.0,All,All,bready_reg11,.,,,Global,,
Viet Nam2009,VNM,2009.0,All,All,bready_reg12,79.29325104,2.2945225,1001.0,Global,,
Viet Nam2009,VNM,2009.0,All,All,reg2_c,1.501976132,0.08958786,606.0,Global,,
Viet Nam2009,VNM,2009.0,All,All,reg4,6.340843201,1.7254695,1036.0,Global,,
Viet Nam2009,VNM,2009.0,All,All,reg5,5.327115536,1.5993394,1047.0,Global,,
Viet Nam2009,VNM,2009.0,All,All,reg6,61.06938553,4.5488563,1049.0,Global,,
Viet Nam2009,VNM,2009.0,All,All,reg8,10.79266167,1.7656406,1001.0,Global,,
Viet Nam2009,VNM,2009.0,All,All,bready_reg9,.,,,Global,,
Viet Nam2009,VNM,2009.0,All,All,bready_t1,16.72426414,3.1645966,1036.0,Global,,
Viet Nam2009,VNM,2009.0,All,All,t10,.,,,Global,,
Viet Nam2009,VNM,2009.0,All,All,bready_t11,.,,,Global,,
Viet Nam2009,VNM,2009.0,All,All,t3,76.7384491,1.4950751,765.0,Global,,
Viet Nam2009,VNM,2009.0,All,All,t4,12.37274933,2.5318303,775.0,Global,,
Viet Nam2009,VNM,2009.0,All,All,t5,40.03471756,4.3596263,1053.0,Global,,
Viet Nam2009,VNM,2009.0,All,All,t7,.,,,Global,,
Viet Nam2009,VNM,2009.0,All,All,t8,.,,,Global,,
Viet Nam2009,VNM,2009.0,All,All,t9,.,,,Global,,
Viet Nam2009,VNM,2009.0,All,All,bready_tax1_median,.,,,Global,,
Viet Nam2009,VNM,2009.0,All,All,bready_tax2,.,,,Global,,
Viet Nam2009,VNM,2009.0,All,All,bready_tax3,.,,,Global,,
Viet Nam2009,VNM,2009.0,All,All,bready_tax4_median,.,,,Global,,
Viet Nam2009,VNM,2009.0,All,All,bready_tax5_median,.,,,Global,,
Viet Nam2009,VNM,2009.0,All,All,bready_tax6,.,,,Global,,
Viet Nam2009,VNM,2009.0,All,All,bready_tax7,.,,,Global,,
Viet Nam2009,VNM,2009.0,All,All,bready_tax8,.,,,Global,,
Viet Nam2009,VNM,2009.0,All,All,tr1,4.240286827,0.50236976,271.0,Global,,
Viet Nam2009,VNM,2009.0,All,All,tr16,12.63902664,1.9382683,1049.0,Global,,
Viet Nam2009,VNM,2009.0,All,All,bready_tr18_median,.,,,Global,,
Viet Nam2009,VNM,2009.0,All,All,bready_tr19,.,,,Global,,
Viet Nam2009,VNM,2009.0,All,All,bready_tr20,.,,,Global,,
Viet Nam2009,VNM,2009.0,All,All,tr21,.,,,Global,,
Viet Nam2009,VNM,2009.0,All,All,tr22,39.6735878,3.404012,774.0,Global,,
Viet Nam2009,VNM,2009.0,All,All,tr23,.,,,Global,,
Viet Nam2009,VNM,2009.0,All,All,bready_tr24_median,.,,,Global,,
Viet Nam2009,VNM,2009.0,All,All,bready_tr25,.,,,Global,,
Viet Nam2009,VNM,2009.0,All,All,bready_tr26,83.43084717,2.5919392,919.0,Global,,
Viet Nam2009,VNM,2009.0,All,All,tr5,8.623329163,1.6144488,1049.0,Global,,
Viet Nam2009,VNM,2009.0,All,All,tr9,8.53645134,2.2723384,919.0,Global,,
Viet Nam2009,VNM,2009.0,All,All,bready_wk1,43.54572296,4.1368895,774.0,Global,,
Viet Nam2009,VNM,2009.0,All,All,wk10,8.874785423,2.0791438,1035.0,Global,,
Viet Nam2009,VNM,2009.0,All,All,wk15,75.55699158,1.3901019,759.0,Global,,
Viet Nam2009,VNM,2009.0,All,All,wk19,79.26387024,2.5502245,760.0,Global,,
Viet Nam2009,VNM,2009.0,All,All,wk2,65.63963318,3.2181547,293.0,Global,,
Viet Nam2009,VNM,2009.0,All,All,wk20,.,,,Global,,
Viet Nam2009,VNM,2009.0,All,All,wk21,101.565918,10.561185,1049.0,Global,,
Viet Nam2009,VNM,2009.0,All,All,wk22,88.66836548,1.5100807,1042.0,Global,,
Viet Nam2009,VNM,2009.0,All,All,wk23,.,,,Global,,
Viet Nam2009,VNM,2009.0,All,All,bready_wk24,.,,,Global,,
Viet Nam2009,VNM,2009.0,All,All,bready_wk25,.,,,Global,,
Viet Nam2009,VNM,2009.0,All,All,bready_wk26,.,,,Global,,
Viet Nam2009,VNM,2009.0,All,All,bready_wk27,.,,,Global,,
Viet Nam2009,VNM,2009.0,All,All,bready_wk28,90.32887268,1.6336291,1043.0,Global,,
Viet Nam2009,VNM,2009.0,All,All,wk8,15.01732731,0.70187587,1038.0,Global,,
Viet Nam2009,VNM,2009.0,All,All,wk9,.9613733888,0.3694068,1043.0,Global,,
Viet Nam2009,VNM,2009.0,Exporter Type,Direct exports are 10% or more of sales,_sample,1,0.0,256.0,Global,,
Viet Nam2009,VNM,2009.0,Exporter Type,Direct exports are 10% or more of sales,bus1,9.171989441,1.5158107,51.0,Global,,
Viet Nam2009,VNM,2009.0,Exporter Type,Direct exports are 10% or more of sales,bus2,12.53889942,1.865442,53.0,Global,,
Viet Nam2009,VNM,2009.0,Exporter Type,Direct exports are 10% or more of sales,bready_bus3_median,30,20.66724,67.0,Global,,
Viet Nam2009,VNM,2009.0,Exporter Type,Direct exports are 10% or more of sales,bus5,.1899033487,0.19774967,250.0,Global,,
Viet Nam2009,VNM,2009.0,Exporter Type,Direct exports are 10% or more of sales,car1,14.68521786,2.1561007,255.0,Global,,
Viet Nam2009,VNM,2009.0,Exporter Type,Direct exports are 10% or more of sales,car2,75.67689514,4.295666,254.0,Global,,
Viet Nam2009,VNM,2009.0,Exporter Type,Direct exports are 10% or more of sales,car7,21.53967285,4.3225136,254.0,Global,,
Viet Nam2009,VNM,2009.0,Exporter Type,Direct exports are 10% or more of sales,car8,18.31648254,6.397661,254.0,Global,,
Viet Nam2009,VNM,2009.0,Exporter Type,Direct exports are 10% or more of sales,bready_comp1,.,,,Global,,
Viet Nam2009,VNM,2009.0,Exporter Type,Direct exports are 10% or more of sales,bready_comp2,.,,,Global,,
Viet Nam2009,VNM,2009.0,Exporter Type,Direct exports are 10% or more of sales,bready_comp3,.,,,Global,,
Viet Nam2009,VNM,2009.0,Exporter Type,Direct exports are 10% or more of sales,bready_comp4,.,,,Global,,
Viet Nam2009,VNM,2009.0,Exporter Type,Direct exports are 10% or more of sales,bready_comp5,.,,,Global,,
Viet Nam2009,VNM,2009.0,Exporter Type,Direct exports are 10% or more of sales,bready_comp6,.,,,Global,,
Viet Nam2009,VNM,2009.0,Exporter Type,Direct exports are 10% or more of sales,bready_comp7,.,,,Global,,
Viet Nam2009,VNM,2009.0,Exporter Type,Direct exports are 10% or more of sales,bready_comp8,.,,,Global,,
Viet Nam2009,VNM,2009.0,Exporter Type,Direct exports are 10% or more of sales,bready_comp9,.,,,Global,,
Viet Nam2009,VNM,2009.0,Exporter Type,Direct exports are 10% or more of sales,corr1,34.4534111,10.363442,160.0,Global,,
Viet Nam2009,VNM,2009.0,Exporter Type,Direct exports are 10% or more of sales,corr10,6.881754875,4.0307484,57.0,Global,,
Viet Nam2009,VNM,2009.0,Exporter Type,Direct exports are 10% or more of sales,corr11,4.473100662,2.5433435,237.0,Global,,
Viet Nam2009,VNM,2009.0,Exporter Type,Direct exports are 10% or more of sales,corr2,39.70594025,8.974049,22.0,Global,,
Viet Nam2009,VNM,2009.0,Exporter Type,Direct exports are 10% or more of sales,corr4,42.08837509,8.13185,241.0,Global,,
Viet Nam2009,VNM,2009.0,Exporter Type,Direct exports are 10% or more of sales,corr6,12.05262852,6.8611407,56.0,Global,,
Viet Nam2009,VNM,2009.0,Exporter Type,Direct exports are 10% or more of sales,corr7,5.69707489,6.7424707,29.0,Global,,
Viet Nam2009,VNM,2009.0,Exporter Type,Direct exports are 10% or more of sales,corr8,38.11229324,12.899969,76.0,Global,,
Viet Nam2009,VNM,2009.0,Exporter Type,Direct exports are 10% or more of sales,corr9,20.50176239,5.0747023,53.0,Global,,
Viet Nam2009,VNM,2009.0,Exporter Type,Direct exports are 10% or more of sales,crime9,.316270858,0.3316796,216.0,Global,,
Viet Nam2009,VNM,2009.0,Exporter Type,Direct exports are 10% or more of sales,disp1,.,,,Global,,
Viet Nam2009,VNM,2009.0,Exporter Type,Direct exports are 10% or more of sales,disp2,.,,,Global,,
Viet Nam2009,VNM,2009.0,Exporter Type,Direct exports are 10% or more of sales,bready_disp3,.,,,Global,,
Viet Nam2009,VNM,2009.0,Exporter Type,Direct exports are 10% or more of sales,bready_disp4,.,,,Global,,
Viet Nam2009,VNM,2009.0,Exporter Type,Direct exports are 10% or more of sales,bready_disp5,.,,,Global,,
Viet Nam2009,VNM,2009.0,Exporter Type,Direct exports are 10% or more of sales,bready_disp6,98.67464447,0.5054491,216.0,Global,,
Viet Nam2009,VNM,2009.0,Exporter Type,Direct exports are 10% or more of sales,fin1,62.30122375,7.582697,171.0,Global,,
Viet Nam2009,VNM,2009.0,Exporter Type,Direct exports are 10% or more of sales,fin11,80.98110962,8.006718,170.0,Global,,
Viet Nam2009,VNM,2009.0,Exporter Type,Direct exports are 10% or more of sales,fin12,33.92136002,8.010835,171.0,Global,,
Viet Nam2009,VNM,2009.0,Exporter Type,Direct exports are 10% or more of sales,fin13,59.90468979,7.912906,252.0,Global,,
Viet Nam2009,VNM,2009.0,Exporter Type,Direct exports are 10% or more of sales,fin14,61.68813324,7.9198465,256.0,Global,,
Viet Nam2009,VNM,2009.0,Exporter Type,Direct exports are 10% or more of sales,fin16,4.961782932,1.5775592,251.0,Global,,
Viet Nam2009,VNM,2009.0,Exporter Type,Direct exports are 10% or more of sales,fin20,24.96323967,7.0398426,256.0,Global,,
Viet Nam2009,VNM,2009.0,Exporter Type,Direct exports are 10% or more of sales,fin21,.,,,Global,,
Viet Nam2009,VNM,2009.0,Exporter Type,Direct exports are 10% or more of sales,fin23,.,,,Global,,
Viet Nam2009,VNM,2009.0,Exporter Type,Direct exports are 10% or more of sales,fin24,.,,,Global,,
Viet Nam2009,VNM,2009.0,Exporter Type,Direct exports are 10% or more of sales,bready_fin26,10.91416359,4.723808,92.0,Global,,
Viet Nam2009,VNM,2009.0,Exporter Type,Direct exports are 10% or more of sales,bready_fin27,.,,,Global,,
Viet Nam2009,VNM,2009.0,Exporter Type,Direct exports are 10% or more of sales,bready_fin28,.,,,Global,,
Viet Nam2009,VNM,2009.0,Exporter Type,Direct exports are 10% or more of sales,bready_fin29,.,,,Global,,
Viet Nam2009,VNM,2009.0,Exporter Type,Direct exports are 10% or more of sales,bready_fin30,.,,,Global,,
Viet Nam2009,VNM,2009.0,Exporter Type,Direct exports are 10% or more of sales,bready_fin31,.,,,Global,,
Viet Nam2009,VNM,2009.0,Exporter Type,Direct exports are 10% or more of sales,bready_fin32,.,,,Global,,
Viet Nam2009,VNM,2009.0,Exporter Type,Direct exports are 10% or more of sales,bready_fin33,81.34594727,3.3248897,251.0,Global,,
Viet Nam2009,VNM,2009.0,Exporter Type,Direct exports are 10% or more of sales,fin7,35.9318924,6.55858,251.0,Global,,
Viet Nam2009,VNM,2009.0,Exporter Type,Direct exports are 10% or more of sales,gend1,62.10809708,7.4635415,255.0,Global,,
Viet Nam2009,VNM,2009.0,Exporter Type,Direct exports are 10% or more of sales,gend2,44.85041428,3.229772,247.0,Global,,
Viet Nam2009,VNM,2009.0,Exporter Type,Direct exports are 10% or more of sales,gend3,55.06691742,3.0258284,228.0,Global,,
Viet Nam2009,VNM,2009.0,Exporter Type,Direct exports are 10% or more of sales,gend4,22.14814758,7.1141734,255.0,Global,,
Viet Nam2009,VNM,2009.0,Exporter Type,Direct exports are 10% or more of sales,gend5,39.55126953,5.3344727,236.0,Global,,
Viet Nam2009,VNM,2009.0,Exporter Type,Direct exports are 10% or more of sales,gend6,.,,,Global,,
Viet Nam2009,VNM,2009.0,Exporter Type,Direct exports are 10% or more of sales,bready_gend7,.,,,Global,,
Viet Nam2009,VNM,2009.0,Exporter Type,Direct exports are 10% or more of sales,gend8,.,,,Global,,
Viet Nam2009,VNM,2009.0,Exporter Type,Direct exports are 10% or more of sales,gend9,.,,,Global,,
Viet Nam2009,VNM,2009.0,Exporter Type,Direct exports are 10% or more of sales,graft2,23.13370514,4.9442286,204.0,Global,,
Viet Nam2009,VNM,2009.0,Exporter Type,Direct exports are 10% or more of sales,graft3,38.06125641,9.11782,204.0,Global,,
Viet Nam2009,VNM,2009.0,Exporter Type,Direct exports are 10% or more of sales,bready_in1_median,10,5.6062217,51.0,Global,,
Viet Nam2009,VNM,2009.0,Exporter Type,Direct exports are 10% or more of sales,in11,6.503533363,2.3119364,256.0,Global,,
Viet Nam2009,VNM,2009.0,Exporter Type,Direct exports are 10% or more of sales,in12,8.706698418,4.5572085,256.0,Global,,
Viet Nam2009,VNM,2009.0,Exporter Type,Direct exports are 10% or more of sales,in16,60.95126724,8.444971,256.0,Global,,
Viet Nam2009,VNM,2009.0,Exporter Type,Direct exports are 10% or more of sales,bready_in18,.,,,Global,,
Viet Nam2009,VNM,2009.0,Exporter Type,Direct exports are 10% or more of sales,in19,.,,,Global,,
Viet Nam2009,VNM,2009.0,Exporter Type,Direct exports are 10% or more of sales,bready_in2,1.44735992,0.3315905,255.0,Global,,
Viet Nam2009,VNM,2009.0,Exporter Type,Direct exports are 10% or more of sales,in20,.,,,Global,,
Viet Nam2009,VNM,2009.0,Exporter Type,Direct exports are 10% or more of sales,bready_in21,.,,,Global,,
Viet Nam2009,VNM,2009.0,Exporter Type,Direct exports are 10% or more of sales,bready_in22_median,.,,,Global,,
Viet Nam2009,VNM,2009.0,Exporter Type,Direct exports are 10% or more of sales,bready_in23,77.27623749,3.9559488,256.0,Global,,
Viet Nam2009,VNM,2009.0,Exporter Type,Direct exports are 10% or more of sales,in24,.,,,Global,,
Viet Nam2009,VNM,2009.0,Exporter Type,Direct exports are 10% or more of sales,in25,.,,,Global,,
Viet Nam2009,VNM,2009.0,Exporter Type,Direct exports are 10% or more of sales,in26,.,,,Global,,
Viet Nam2009,VNM,2009.0,Exporter Type,Direct exports are 10% or more of sales,bready_in3_median,4,1.1424603,254.0,Global,,
Viet Nam2009,VNM,2009.0,Exporter Type,Direct exports are 10% or more of sales,bready_in4_median,0,0.43687683,195.0,Global,,
Viet Nam2009,VNM,2009.0,Exporter Type,Direct exports are 10% or more of sales,bready_in5_median,10,7.8720193,24.0,Global,,
Viet Nam2009,VNM,2009.0,Exporter Type,Direct exports are 10% or more of sales,bready_in9,48.37965775,8.521407,242.0,Global,,
Viet Nam2009,VNM,2009.0,Exporter Type,Direct exports are 10% or more of sales,infor1,34.69749451,7.2957797,252.0,Global,,
Viet Nam2009,VNM,2009.0,Exporter Type,Direct exports are 10% or more of sales,infor2,6.099689484,2.1019084,241.0,Global,,
Viet Nam2009,VNM,2009.0,Exporter Type,Direct exports are 10% or more of sales,infor4,81.30179596,7.4715543,254.0,Global,,
Viet Nam2009,VNM,2009.0,Exporter Type,Direct exports are 10% or more of sales,infor5,3.760816574,1.6358075,253.0,Global,,
Viet Nam2009,VNM,2009.0,Exporter Type,Direct exports are 10% or more of sales,lform3,17.24178886,3.8094637,256.0,Global,,
Viet Nam2009,VNM,2009.0,Exporter Type,Direct exports are 10% or more of sales,mgmt1,.,,,Global,,
Viet Nam2009,VNM,2009.0,Exporter Type,Direct exports are 10% or more of sales,mgmt2,.,,,Global,,
Viet Nam2009,VNM,2009.0,Exporter Type,Direct exports are 10% or more of sales,mgmt3,.,,,Global,,
Viet Nam2009,VNM,2009.0,Exporter Type,Direct exports are 10% or more of sales,mgmt4,.,,,Global,,
Viet Nam2009,VNM,2009.0,Exporter Type,Direct exports are 10% or more of sales,mgmt5,.,,,Global,,
Viet Nam2009,VNM,2009.0,Exporter Type,Direct exports are 10% or more of sales,mgmt6,.,,,Global,,
Viet Nam2009,VNM,2009.0,Exporter Type,Direct exports are 10% or more of sales,mgmt7,.,,,Global,,
Viet Nam2009,VNM,2009.0,Exporter Type,Direct exports are 10% or more of sales,mgmt8,.,,,Global,,
Viet Nam2009,VNM,2009.0,Exporter Type,Direct exports are 10% or more of sales,mgmt9,.,,,Global,,
Viet Nam2009,VNM,2009.0,Exporter Type,Direct exports are 10% or more of sales,obst1,19.41652679,6.9139752,241.0,Global,,
Viet Nam2009,VNM,2009.0,Exporter Type,Direct exports are 10% or more of sales,obst10,2.718099833,1.7316046,241.0,Global,,
Viet Nam2009,VNM,2009.0,Exporter Type,Direct exports are 10% or more of sales,obst11,.5048728585,0.43598053,241.0,Global,,
Viet Nam2009,VNM,2009.0,Exporter Type,Direct exports are 10% or more of sales,obst12,10.23039341,3.1054144,241.0,Global,,
Viet Nam2009,VNM,2009.0,Exporter Type,Direct exports are 10% or more of sales,obst13,4.206905842,1.5705427,241.0,Global,,
Viet Nam2009,VNM,2009.0,Exporter Type,Direct exports are 10% or more of sales,obst14,1.647623301,0.83817905,241.0,Global,,
Viet Nam2009,VNM,2009.0,Exporter Type,Direct exports are 10% or more of sales,obst15,11.4056139,7.12743,241.0,Global,,
Viet Nam2009,VNM,2009.0,Exporter Type,Direct exports are 10% or more of sales,obst2,4.09301424,1.2796555,241.0,Global,,
Viet Nam2009,VNM,2009.0,Exporter Type,Direct exports are 10% or more of sales,obst3,7.262039185,7.0841513,241.0,Global,,
Viet Nam2009,VNM,2009.0,Exporter Type,Direct exports are 10% or more of sales,obst4,3.95066762,2.4138718,241.0,Global,,
Viet Nam2009,VNM,2009.0,Exporter Type,Direct exports are 10% or more of sales,obst5,.2648334801,0.2774118,241.0,Global,,
Viet Nam2009,VNM,2009.0,Exporter Type,Direct exports are 10% or more of sales,obst6,.5466346145,0.40886694,241.0,Global,,
