country,cabr,year,cut,subcut,indicator,value,se,N,method,fielddate,sector_MS
Viet Nam2015,VNM,2015.0,Gender of Top Manager,Top manager is female,bready_in1_median,30,7.479241,23.0,Global,,
Viet Nam2015,VNM,2015.0,Gender of Top Manager,Top manager is female,in11,6.576990604,5.1453843,214.0,Global,,
Viet Nam2015,VNM,2015.0,Gender of Top Manager,Top manager is female,in12,1.803659797,0.69368327,218.0,Global,,
Viet Nam2015,VNM,2015.0,Gender of Top Manager,Top manager is female,in16,17.88915443,4.698929,217.0,Global,,
Viet Nam2015,VNM,2015.0,Gender of Top Manager,Top manager is female,bready_in18,.,,,Global,,
Viet Nam2015,VNM,2015.0,Gender of Top Manager,Top manager is female,in19,.,,,Global,,
Viet Nam2015,VNM,2015.0,Gender of Top Manager,Top manager is female,bready_in2,.1710531861,0.055533588,207.0,Global,,
Viet Nam2015,VNM,2015.0,Gender of Top Manager,Top manager is female,in20,.,,,Global,,
Viet Nam2015,VNM,2015.0,Gender of Top Manager,Top manager is female,bready_in21,.,,,Global,,
Viet Nam2015,VNM,2015.0,Gender of Top Manager,Top manager is female,bready_in22_median,.,,,Global,,
Viet Nam2015,VNM,2015.0,Gender of Top Manager,Top manager is female,bready_in23,80.89771271,3.8899398,214.0,Global,,
Viet Nam2015,VNM,2015.0,Gender of Top Manager,Top manager is female,in24,.,,,Global,,
Viet Nam2015,VNM,2015.0,Gender of Top Manager,Top manager is female,in25,.,,,Global,,
Viet Nam2015,VNM,2015.0,Gender of Top Manager,Top manager is female,in26,.,,,Global,,
Viet Nam2015,VNM,2015.0,Gender of Top Manager,Top manager is female,bready_in3_median,0,0.27467835,206.0,Global,,
Viet Nam2015,VNM,2015.0,Gender of Top Manager,Top manager is female,bready_in4_median,0,0.23128146,204.0,Global,,
Viet Nam2015,VNM,2015.0,Gender of Top Manager,Top manager is female,bready_in5_median,2,0.14570211,9.0,Global,,
Viet Nam2015,VNM,2015.0,Gender of Top Manager,Top manager is female,bready_in9,20.79491615,5.8867073,217.0,Global,,
Viet Nam2015,VNM,2015.0,Gender of Top Manager,Top manager is female,infor1,54.087677,7.43081,212.0,Global,,
Viet Nam2015,VNM,2015.0,Gender of Top Manager,Top manager is female,infor2,11.26518154,3.3638306,208.0,Global,,
Viet Nam2015,VNM,2015.0,Gender of Top Manager,Top manager is female,infor4,88.18526459,4.339082,219.0,Global,,
Viet Nam2015,VNM,2015.0,Gender of Top Manager,Top manager is female,infor5,.9954972863,0.5163158,219.0,Global,,
Viet Nam2015,VNM,2015.0,Gender of Top Manager,Top manager is female,lform3,58.51380157,6.813681,219.0,Global,,
Viet Nam2015,VNM,2015.0,Gender of Top Manager,Top manager is female,mgmt1,.,,,Global,,
Viet Nam2015,VNM,2015.0,Gender of Top Manager,Top manager is female,mgmt2,.,,,Global,,
Viet Nam2015,VNM,2015.0,Gender of Top Manager,Top manager is female,mgmt3,.,,,Global,,
Viet Nam2015,VNM,2015.0,Gender of Top Manager,Top manager is female,mgmt4,.,,,Global,,
Viet Nam2015,VNM,2015.0,Gender of Top Manager,Top manager is female,mgmt5,.,,,Global,,
Viet Nam2015,VNM,2015.0,Gender of Top Manager,Top manager is female,mgmt6,.,,,Global,,
Viet Nam2015,VNM,2015.0,Gender of Top Manager,Top manager is female,mgmt7,.,,,Global,,
Viet Nam2015,VNM,2015.0,Gender of Top Manager,Top manager is female,mgmt8,.,,,Global,,
Viet Nam2015,VNM,2015.0,Gender of Top Manager,Top manager is female,mgmt9,.,,,Global,,
Viet Nam2015,VNM,2015.0,Gender of Top Manager,Top manager is female,obst1,15.32036972,6.036216,193.0,Global,,
Viet Nam2015,VNM,2015.0,Gender of Top Manager,Top manager is female,obst10,.9673091769,0.5520783,193.0,Global,,
Viet Nam2015,VNM,2015.0,Gender of Top Manager,Top manager is female,obst11,2.022458553,1.0752825,193.0,Global,,
Viet Nam2015,VNM,2015.0,Gender of Top Manager,Top manager is female,obst12,20.29164696,6.1524725,193.0,Global,,
Viet Nam2015,VNM,2015.0,Gender of Top Manager,Top manager is female,obst13,.9227500558,0.6665648,193.0,Global,,
Viet Nam2015,VNM,2015.0,Gender of Top Manager,Top manager is female,obst14,8.319063187,4.7273936,193.0,Global,,
Viet Nam2015,VNM,2015.0,Gender of Top Manager,Top manager is female,obst15,19.06149292,7.25781,193.0,Global,,
Viet Nam2015,VNM,2015.0,Gender of Top Manager,Top manager is female,obst2,11.14392376,5.7173924,193.0,Global,,
Viet Nam2015,VNM,2015.0,Gender of Top Manager,Top manager is female,obst3,.086304225,0.092573404,193.0,Global,,
Viet Nam2015,VNM,2015.0,Gender of Top Manager,Top manager is female,obst4,3.254085302,2.020598,193.0,Global,,
Viet Nam2015,VNM,2015.0,Gender of Top Manager,Top manager is female,obst5,0,0.0,193.0,Global,,
Viet Nam2015,VNM,2015.0,Gender of Top Manager,Top manager is female,obst6,1.303886056,1.0324316,193.0,Global,,
Viet Nam2015,VNM,2015.0,Gender of Top Manager,Top manager is female,obst7,5.741576672,3.7445993,193.0,Global,,
Viet Nam2015,VNM,2015.0,Gender of Top Manager,Top manager is female,obst8,2.500153542,1.7302173,193.0,Global,,
Viet Nam2015,VNM,2015.0,Gender of Top Manager,Top manager is female,obst9,9.064982414,4.7063026,193.0,Global,,
Viet Nam2015,VNM,2015.0,Gender of Top Manager,Top manager is female,perf1,-6.297864914,2.9774618,195.0,Global,,
Viet Nam2015,VNM,2015.0,Gender of Top Manager,Top manager is female,perf2,3.414670706,1.7489992,207.0,Global,,
Viet Nam2015,VNM,2015.0,Gender of Top Manager,Top manager is female,perf3,-10.63370609,3.2994235,188.0,Global,,
Viet Nam2015,VNM,2015.0,Gender of Top Manager,Top manager is female,perf4,35.99409485,7.0920157,215.0,Global,,
Viet Nam2015,VNM,2015.0,Gender of Top Manager,Top manager is female,reg1,1.068764567,0.3082624,199.0,Global,,
Viet Nam2015,VNM,2015.0,Gender of Top Manager,Top manager is female,bready_reg10,.,,,Global,,
Viet Nam2015,VNM,2015.0,Gender of Top Manager,Top manager is female,bready_reg11,.,,,Global,,
Viet Nam2015,VNM,2015.0,Gender of Top Manager,Top manager is female,bready_reg12,93.96847534,1.4363726,204.0,Global,,
Viet Nam2015,VNM,2015.0,Gender of Top Manager,Top manager is female,reg2_c,2.332688808,0.3182717,100.0,Global,,
Viet Nam2015,VNM,2015.0,Gender of Top Manager,Top manager is female,reg4,1.814901233,0.8056352,215.0,Global,,
Viet Nam2015,VNM,2015.0,Gender of Top Manager,Top manager is female,reg5,11.77115345,7.2816653,192.0,Global,,
Viet Nam2015,VNM,2015.0,Gender of Top Manager,Top manager is female,reg6,42.54701996,7.553893,217.0,Global,,
Viet Nam2015,VNM,2015.0,Gender of Top Manager,Top manager is female,reg8,2.64497304,1.087376,204.0,Global,,
Viet Nam2015,VNM,2015.0,Gender of Top Manager,Top manager is female,bready_reg9,.,,,Global,,
Viet Nam2015,VNM,2015.0,Gender of Top Manager,Top manager is female,bready_t1,11.10616589,5.253694,213.0,Global,,
Viet Nam2015,VNM,2015.0,Gender of Top Manager,Top manager is female,t10,20.14570427,6.9961367,134.0,Global,,
Viet Nam2015,VNM,2015.0,Gender of Top Manager,Top manager is female,bready_t11,4.538249969,2.822627,129.0,Global,,
Viet Nam2015,VNM,2015.0,Gender of Top Manager,Top manager is female,t3,82.6585083,2.6711428,131.0,Global,,
Viet Nam2015,VNM,2015.0,Gender of Top Manager,Top manager is female,t4,11.32430363,4.887217,134.0,Global,,
Viet Nam2015,VNM,2015.0,Gender of Top Manager,Top manager is female,t5,38.67424774,7.5905957,218.0,Global,,
Viet Nam2015,VNM,2015.0,Gender of Top Manager,Top manager is female,t7,20.2721405,4.489249,218.0,Global,,
Viet Nam2015,VNM,2015.0,Gender of Top Manager,Top manager is female,t8,34.92702103,9.8062,58.0,Global,,
Viet Nam2015,VNM,2015.0,Gender of Top Manager,Top manager is female,t9,35.3622551,7.4513383,204.0,Global,,
Viet Nam2015,VNM,2015.0,Gender of Top Manager,Top manager is female,bready_tax1_median,.,,,Global,,
Viet Nam2015,VNM,2015.0,Gender of Top Manager,Top manager is female,bready_tax2,.,,,Global,,
Viet Nam2015,VNM,2015.0,Gender of Top Manager,Top manager is female,bready_tax3,.,,,Global,,
Viet Nam2015,VNM,2015.0,Gender of Top Manager,Top manager is female,bready_tax4_median,.,,,Global,,
Viet Nam2015,VNM,2015.0,Gender of Top Manager,Top manager is female,bready_tax5_median,.,,,Global,,
Viet Nam2015,VNM,2015.0,Gender of Top Manager,Top manager is female,bready_tax6,.,,,Global,,
Viet Nam2015,VNM,2015.0,Gender of Top Manager,Top manager is female,bready_tax7,.,,,Global,,
Viet Nam2015,VNM,2015.0,Gender of Top Manager,Top manager is female,bready_tax8,.,,,Global,,
Viet Nam2015,VNM,2015.0,Gender of Top Manager,Top manager is female,tr1,5.878757,0.7109352,31.0,Global,,
Viet Nam2015,VNM,2015.0,Gender of Top Manager,Top manager is female,tr16,7.392748356,2.4299967,218.0,Global,,
Viet Nam2015,VNM,2015.0,Gender of Top Manager,Top manager is female,bready_tr18_median,.,,,Global,,
Viet Nam2015,VNM,2015.0,Gender of Top Manager,Top manager is female,bready_tr19,.,,,Global,,
Viet Nam2015,VNM,2015.0,Gender of Top Manager,Top manager is female,bready_tr20,.,,,Global,,
Viet Nam2015,VNM,2015.0,Gender of Top Manager,Top manager is female,tr21,49.39099503,11.176151,47.0,Global,,
Viet Nam2015,VNM,2015.0,Gender of Top Manager,Top manager is female,tr22,15.48388577,3.8808665,135.0,Global,,
Viet Nam2015,VNM,2015.0,Gender of Top Manager,Top manager is female,tr23,.,,,Global,,
Viet Nam2015,VNM,2015.0,Gender of Top Manager,Top manager is female,bready_tr24_median,.,,,Global,,
Viet Nam2015,VNM,2015.0,Gender of Top Manager,Top manager is female,bready_tr25,.,,,Global,,
Viet Nam2015,VNM,2015.0,Gender of Top Manager,Top manager is female,bready_tr26,85.68093109,4.050396,177.0,Global,,
Viet Nam2015,VNM,2015.0,Gender of Top Manager,Top manager is female,tr5,5.654404163,1.9686773,218.0,Global,,
Viet Nam2015,VNM,2015.0,Gender of Top Manager,Top manager is female,tr9,8.497775078,5.817092,177.0,Global,,
Viet Nam2015,VNM,2015.0,Gender of Top Manager,Top manager is female,bready_wk1,16.37502289,4.6127753,216.0,Global,,
Viet Nam2015,VNM,2015.0,Gender of Top Manager,Top manager is female,wk10,5.377833843,2.1987538,216.0,Global,,
Viet Nam2015,VNM,2015.0,Gender of Top Manager,Top manager is female,wk15,77.83670807,1.5913802,139.0,Global,,
Viet Nam2015,VNM,2015.0,Gender of Top Manager,Top manager is female,wk19,77.25180054,3.7015672,139.0,Global,,
Viet Nam2015,VNM,2015.0,Gender of Top Manager,Top manager is female,wk2,91.97457123,,2.0,Global,,
Viet Nam2015,VNM,2015.0,Gender of Top Manager,Top manager is female,wk20,.,,,Global,,
Viet Nam2015,VNM,2015.0,Gender of Top Manager,Top manager is female,wk21,211.226593,125.3046,219.0,Global,,
Viet Nam2015,VNM,2015.0,Gender of Top Manager,Top manager is female,wk22,91.50408936,1.951007,216.0,Global,,
Viet Nam2015,VNM,2015.0,Gender of Top Manager,Top manager is female,wk23,92.11669159,3.3407896,212.0,Global,,
Viet Nam2015,VNM,2015.0,Gender of Top Manager,Top manager is female,bready_wk24,.,,,Global,,
Viet Nam2015,VNM,2015.0,Gender of Top Manager,Top manager is female,bready_wk25,.,,,Global,,
Viet Nam2015,VNM,2015.0,Gender of Top Manager,Top manager is female,bready_wk26,.,,,Global,,
Viet Nam2015,VNM,2015.0,Gender of Top Manager,Top manager is female,bready_wk27,.,,,Global,,
Viet Nam2015,VNM,2015.0,Gender of Top Manager,Top manager is female,bready_wk28,89.9397583,3.5436792,217.0,Global,,
Viet Nam2015,VNM,2015.0,Gender of Top Manager,Top manager is female,wk8,14.83239937,1.0084221,216.0,Global,,
Viet Nam2015,VNM,2015.0,Gender of Top Manager,Top manager is female,wk9,7.153247833,5.1060715,217.0,Global,,
Viet Nam2015,VNM,2015.0,Gender of Top Manager,Top manager is male,_sample,1,0.0,771.0,Global,,
Viet Nam2015,VNM,2015.0,Gender of Top Manager,Top manager is male,bus1,18.25689316,11.579011,61.0,Global,,
Viet Nam2015,VNM,2015.0,Gender of Top Manager,Top manager is male,bus2,10.64925098,2.6797862,53.0,Global,,
Viet Nam2015,VNM,2015.0,Gender of Top Manager,Top manager is male,bready_bus3_median,20,4.765553,86.0,Global,,
Viet Nam2015,VNM,2015.0,Gender of Top Manager,Top manager is male,bus5,1.496187687,0.63090634,668.0,Global,,
Viet Nam2015,VNM,2015.0,Gender of Top Manager,Top manager is male,car1,11.12333393,0.51673913,761.0,Global,,
Viet Nam2015,VNM,2015.0,Gender of Top Manager,Top manager is male,car2,95.12106323,0.8395684,770.0,Global,,
Viet Nam2015,VNM,2015.0,Gender of Top Manager,Top manager is male,car7,4.265439034,1.1026284,770.0,Global,,
Viet Nam2015,VNM,2015.0,Gender of Top Manager,Top manager is male,car8,1.929978371,0.6478772,771.0,Global,,
Viet Nam2015,VNM,2015.0,Gender of Top Manager,Top manager is male,bready_comp1,.,,,Global,,
Viet Nam2015,VNM,2015.0,Gender of Top Manager,Top manager is male,bready_comp2,7.498868942,0.7402784,358.0,Global,,
Viet Nam2015,VNM,2015.0,Gender of Top Manager,Top manager is male,bready_comp3,6.083420277,1.3601044,358.0,Global,,
Viet Nam2015,VNM,2015.0,Gender of Top Manager,Top manager is male,bready_comp4,86.41770935,1.5316592,358.0,Global,,
Viet Nam2015,VNM,2015.0,Gender of Top Manager,Top manager is male,bready_comp5,.,,,Global,,
Viet Nam2015,VNM,2015.0,Gender of Top Manager,Top manager is male,bready_comp6,.,,,Global,,
Viet Nam2015,VNM,2015.0,Gender of Top Manager,Top manager is male,bready_comp7,.,,,Global,,
Viet Nam2015,VNM,2015.0,Gender of Top Manager,Top manager is male,bready_comp8,.,,,Global,,
Viet Nam2015,VNM,2015.0,Gender of Top Manager,Top manager is male,bready_comp9,.,,,Global,,
Viet Nam2015,VNM,2015.0,Gender of Top Manager,Top manager is male,corr1,25.73920631,5.237799,360.0,Global,,
Viet Nam2015,VNM,2015.0,Gender of Top Manager,Top manager is male,corr10,13.55591869,11.152312,57.0,Global,,
Viet Nam2015,VNM,2015.0,Gender of Top Manager,Top manager is male,corr11,8.11612606,2.4614053,609.0,Global,,
Viet Nam2015,VNM,2015.0,Gender of Top Manager,Top manager is male,corr2,60.4753685,13.11242,126.0,Global,,
Viet Nam2015,VNM,2015.0,Gender of Top Manager,Top manager is male,corr4,90.4313736,3.1574984,507.0,Global,,
Viet Nam2015,VNM,2015.0,Gender of Top Manager,Top manager is male,corr6,11.79372787,6.3037887,74.0,Global,,
Viet Nam2015,VNM,2015.0,Gender of Top Manager,Top manager is male,corr7,.9138851762,0.7891503,39.0,Global,,
Viet Nam2015,VNM,2015.0,Gender of Top Manager,Top manager is male,corr8,35.10850906,7.9401608,109.0,Global,,
Viet Nam2015,VNM,2015.0,Gender of Top Manager,Top manager is male,corr9,12.39667034,5.757275,65.0,Global,,
Viet Nam2015,VNM,2015.0,Gender of Top Manager,Top manager is male,crime9,.6971756816,0.5036455,501.0,Global,,
Viet Nam2015,VNM,2015.0,Gender of Top Manager,Top manager is male,disp1,.,,,Global,,
Viet Nam2015,VNM,2015.0,Gender of Top Manager,Top manager is male,disp2,.,,,Global,,
Viet Nam2015,VNM,2015.0,Gender of Top Manager,Top manager is male,bready_disp3,.,,,Global,,
Viet Nam2015,VNM,2015.0,Gender of Top Manager,Top manager is male,bready_disp4,.,,,Global,,
Viet Nam2015,VNM,2015.0,Gender of Top Manager,Top manager is male,bready_disp5,.,,,Global,,
Viet Nam2015,VNM,2015.0,Gender of Top Manager,Top manager is male,bready_disp6,88.70878601,1.2826697,501.0,Global,,
Viet Nam2015,VNM,2015.0,Gender of Top Manager,Top manager is male,fin1,63.2001915,3.8180227,374.0,Global,,
Viet Nam2015,VNM,2015.0,Gender of Top Manager,Top manager is male,fin11,92.63539124,3.1585977,377.0,Global,,
Viet Nam2015,VNM,2015.0,Gender of Top Manager,Top manager is male,fin12,32.0114975,4.7493825,376.0,Global,,
Viet Nam2015,VNM,2015.0,Gender of Top Manager,Top manager is male,fin13,35.93624878,3.4917512,761.0,Global,,
Viet Nam2015,VNM,2015.0,Gender of Top Manager,Top manager is male,fin14,44.21065903,3.7376153,752.0,Global,,
Viet Nam2015,VNM,2015.0,Gender of Top Manager,Top manager is male,fin16,11.78675175,2.5006704,739.0,Global,,
Viet Nam2015,VNM,2015.0,Gender of Top Manager,Top manager is male,fin20,45.79817581,3.9484017,755.0,Global,,
Viet Nam2015,VNM,2015.0,Gender of Top Manager,Top manager is male,fin21,3.705620289,1.884472,336.0,Global,,
Viet Nam2015,VNM,2015.0,Gender of Top Manager,Top manager is male,fin23,3.758520126,1.5182502,714.0,Global,,
Viet Nam2015,VNM,2015.0,Gender of Top Manager,Top manager is male,fin24,12.87593651,2.3301592,714.0,Global,,
Viet Nam2015,VNM,2015.0,Gender of Top Manager,Top manager is male,bready_fin26,20.82154274,4.9728694,410.0,Global,,
Viet Nam2015,VNM,2015.0,Gender of Top Manager,Top manager is male,bready_fin27,.,,,Global,,
Viet Nam2015,VNM,2015.0,Gender of Top Manager,Top manager is male,bready_fin28,.,,,Global,,
Viet Nam2015,VNM,2015.0,Gender of Top Manager,Top manager is male,bready_fin29,.,,,Global,,
Viet Nam2015,VNM,2015.0,Gender of Top Manager,Top manager is male,bready_fin30,.,,,Global,,
Viet Nam2015,VNM,2015.0,Gender of Top Manager,Top manager is male,bready_fin31,.,,,Global,,
Viet Nam2015,VNM,2015.0,Gender of Top Manager,Top manager is male,bready_fin32,.,,,Global,,
Viet Nam2015,VNM,2015.0,Gender of Top Manager,Top manager is male,bready_fin33,74.01500702,2.0053744,739.0,Global,,
Viet Nam2015,VNM,2015.0,Gender of Top Manager,Top manager is male,fin7,14.35602093,1.5226487,761.0,Global,,
Viet Nam2015,VNM,2015.0,Gender of Top Manager,Top manager is male,gend1,37.43632126,3.5541327,764.0,Global,,
Viet Nam2015,VNM,2015.0,Gender of Top Manager,Top manager is male,gend2,32.45739746,1.7683531,530.0,Global,,
Viet Nam2015,VNM,2015.0,Gender of Top Manager,Top manager is male,gend3,38.42586136,2.0151353,312.0,Global,,
Viet Nam2015,VNM,2015.0,Gender of Top Manager,Top manager is male,gend4,0,0.0,771.0,Global,,
Viet Nam2015,VNM,2015.0,Gender of Top Manager,Top manager is male,gend5,30.67632866,2.0222275,320.0,Global,,
Viet Nam2015,VNM,2015.0,Gender of Top Manager,Top manager is male,gend6,2.004371643,0.8643913,751.0,Global,,
Viet Nam2015,VNM,2015.0,Gender of Top Manager,Top manager is male,bready_gend7,.,,,Global,,
Viet Nam2015,VNM,2015.0,Gender of Top Manager,Top manager is male,gend8,.,,,Global,,
Viet Nam2015,VNM,2015.0,Gender of Top Manager,Top manager is male,gend9,.,,,Global,,
Viet Nam2015,VNM,2015.0,Gender of Top Manager,Top manager is male,graft2,21.34366798,3.4146228,464.0,Global,,
Viet Nam2015,VNM,2015.0,Gender of Top Manager,Top manager is male,graft3,26.09472656,4.2432,464.0,Global,,
Viet Nam2015,VNM,2015.0,Gender of Top Manager,Top manager is male,bready_in1_median,10,5.1721816,66.0,Global,,
Viet Nam2015,VNM,2015.0,Gender of Top Manager,Top manager is male,in11,8.362696648,2.2131667,757.0,Global,,
Viet Nam2015,VNM,2015.0,Gender of Top Manager,Top manager is male,in12,4.286386967,1.3742752,766.0,Global,,
Viet Nam2015,VNM,2015.0,Gender of Top Manager,Top manager is male,in16,28.78422546,3.1020143,765.0,Global,,
Viet Nam2015,VNM,2015.0,Gender of Top Manager,Top manager is male,bready_in18,.,,,Global,,
Viet Nam2015,VNM,2015.0,Gender of Top Manager,Top manager is male,in19,.,,,Global,,
Viet Nam2015,VNM,2015.0,Gender of Top Manager,Top manager is male,bready_in2,.2094298452,0.03186613,748.0,Global,,
Viet Nam2015,VNM,2015.0,Gender of Top Manager,Top manager is male,in20,.,,,Global,,
Viet Nam2015,VNM,2015.0,Gender of Top Manager,Top manager is male,bready_in21,.,,,Global,,
Viet Nam2015,VNM,2015.0,Gender of Top Manager,Top manager is male,bready_in22_median,.,,,Global,,
Viet Nam2015,VNM,2015.0,Gender of Top Manager,Top manager is male,bready_in23,77.24475098,1.8917001,757.0,Global,,
Viet Nam2015,VNM,2015.0,Gender of Top Manager,Top manager is male,in24,.,,,Global,,
Viet Nam2015,VNM,2015.0,Gender of Top Manager,Top manager is male,in25,.,,,Global,,
Viet Nam2015,VNM,2015.0,Gender of Top Manager,Top manager is male,in26,.,,,Global,,
Viet Nam2015,VNM,2015.0,Gender of Top Manager,Top manager is male,bready_in3_median,0,0.24206382,744.0,Global,,
Viet Nam2015,VNM,2015.0,Gender of Top Manager,Top manager is male,bready_in4_median,0,0.12089015,706.0,Global,,
Viet Nam2015,VNM,2015.0,Gender of Top Manager,Top manager is male,bready_in5_median,7,1.6610776,27.0,Global,,
Viet Nam2015,VNM,2015.0,Gender of Top Manager,Top manager is male,bready_in9,26.44600296,3.0272713,765.0,Global,,
Viet Nam2015,VNM,2015.0,Gender of Top Manager,Top manager is male,infor1,48.12791824,3.9233391,746.0,Global,,
Viet Nam2015,VNM,2015.0,Gender of Top Manager,Top manager is male,infor2,10.87697983,1.9943314,718.0,Global,,
Viet Nam2015,VNM,2015.0,Gender of Top Manager,Top manager is male,infor4,92.55421448,1.9574045,765.0,Global,,
Viet Nam2015,VNM,2015.0,Gender of Top Manager,Top manager is male,infor5,.6925345063,0.2963301,765.0,Global,,
Viet Nam2015,VNM,2015.0,Gender of Top Manager,Top manager is male,lform3,37.15116501,3.4744952,771.0,Global,,
Viet Nam2015,VNM,2015.0,Gender of Top Manager,Top manager is male,mgmt1,.,,,Global,,
Viet Nam2015,VNM,2015.0,Gender of Top Manager,Top manager is male,mgmt2,.,,,Global,,
Viet Nam2015,VNM,2015.0,Gender of Top Manager,Top manager is male,mgmt3,.,,,Global,,
Viet Nam2015,VNM,2015.0,Gender of Top Manager,Top manager is male,mgmt4,.,,,Global,,
Viet Nam2015,VNM,2015.0,Gender of Top Manager,Top manager is male,mgmt5,.,,,Global,,
Viet Nam2015,VNM,2015.0,Gender of Top Manager,Top manager is male,mgmt6,.,,,Global,,
Viet Nam2015,VNM,2015.0,Gender of Top Manager,Top manager is male,mgmt7,.,,,Global,,
Viet Nam2015,VNM,2015.0,Gender of Top Manager,Top manager is male,mgmt8,.,,,Global,,
Viet Nam2015,VNM,2015.0,Gender of Top Manager,Top manager is male,mgmt9,.,,,Global,,
Viet Nam2015,VNM,2015.0,Gender of Top Manager,Top manager is male,obst1,23.71529579,3.6382363,690.0,Global,,
Viet Nam2015,VNM,2015.0,Gender of Top Manager,Top manager is male,obst10,4.178577423,1.3349901,690.0,Global,,
Viet Nam2015,VNM,2015.0,Gender of Top Manager,Top manager is male,obst11,2.919121265,1.4928797,690.0,Global,,
Viet Nam2015,VNM,2015.0,Gender of Top Manager,Top manager is male,obst12,15.87960339,3.0363884,690.0,Global,,
Viet Nam2015,VNM,2015.0,Gender of Top Manager,Top manager is male,obst13,3.924705744,1.563717,690.0,Global,,
Viet Nam2015,VNM,2015.0,Gender of Top Manager,Top manager is male,obst14,9.706171989,2.553296,690.0,Global,,
Viet Nam2015,VNM,2015.0,Gender of Top Manager,Top manager is male,obst15,7.535189629,1.9265443,690.0,Global,,
Viet Nam2015,VNM,2015.0,Gender of Top Manager,Top manager is male,obst2,8.825182915,2.4471533,690.0,Global,,
Viet Nam2015,VNM,2015.0,Gender of Top Manager,Top manager is male,obst3,.2296563536,0.1563195,690.0,Global,,
Viet Nam2015,VNM,2015.0,Gender of Top Manager,Top manager is male,obst4,2.395777941,0.97343737,690.0,Global,,
Viet Nam2015,VNM,2015.0,Gender of Top Manager,Top manager is male,obst5,.4670473039,0.35186854,690.0,Global,,
Viet Nam2015,VNM,2015.0,Gender of Top Manager,Top manager is male,obst6,1.704506159,0.75650924,690.0,Global,,
Viet Nam2015,VNM,2015.0,Gender of Top Manager,Top manager is male,obst7,4.824479103,1.9483681,690.0,Global,,
Viet Nam2015,VNM,2015.0,Gender of Top Manager,Top manager is male,obst8,2.423365116,0.91672754,690.0,Global,,
Viet Nam2015,VNM,2015.0,Gender of Top Manager,Top manager is male,obst9,11.27131748,2.347992,690.0,Global,,
Viet Nam2015,VNM,2015.0,Gender of Top Manager,Top manager is male,perf1,1.05211699,2.5347643,695.0,Global,,
Viet Nam2015,VNM,2015.0,Gender of Top Manager,Top manager is male,perf2,6.150203228,1.348221,726.0,Global,,
Viet Nam2015,VNM,2015.0,Gender of Top Manager,Top manager is male,perf3,-4.083871365,2.5338037,675.0,Global,,
Viet Nam2015,VNM,2015.0,Gender of Top Manager,Top manager is male,perf4,44.32222748,3.5971797,768.0,Global,,
Viet Nam2015,VNM,2015.0,Gender of Top Manager,Top manager is male,reg1,1.873657823,0.35776013,716.0,Global,,
Viet Nam2015,VNM,2015.0,Gender of Top Manager,Top manager is male,bready_reg10,.,,,Global,,
Viet Nam2015,VNM,2015.0,Gender of Top Manager,Top manager is male,bready_reg11,.,,,Global,,
Viet Nam2015,VNM,2015.0,Gender of Top Manager,Top manager is male,bready_reg12,86.99655914,1.4378172,721.0,Global,,
Viet Nam2015,VNM,2015.0,Gender of Top Manager,Top manager is male,reg2_c,1.779184341,0.1921556,349.0,Global,,
Viet Nam2015,VNM,2015.0,Gender of Top Manager,Top manager is male,reg4,5.041332245,1.5583574,753.0,Global,,
Viet Nam2015,VNM,2015.0,Gender of Top Manager,Top manager is male,reg5,4.209390163,2.0367608,683.0,Global,,
Viet Nam2015,VNM,2015.0,Gender of Top Manager,Top manager is male,reg6,42.81130981,3.773797,765.0,Global,,
Viet Nam2015,VNM,2015.0,Gender of Top Manager,Top manager is male,reg8,4.958133221,1.4611459,721.0,Global,,
Viet Nam2015,VNM,2015.0,Gender of Top Manager,Top manager is male,bready_reg9,.,,,Global,,
Viet Nam2015,VNM,2015.0,Gender of Top Manager,Top manager is male,bready_t1,9.747513771,1.8999243,764.0,Global,,
Viet Nam2015,VNM,2015.0,Gender of Top Manager,Top manager is male,t10,26.67518806,4.3478394,520.0,Global,,
Viet Nam2015,VNM,2015.0,Gender of Top Manager,Top manager is male,bready_t11,18.51139641,4.0285907,514.0,Global,,
Viet Nam2015,VNM,2015.0,Gender of Top Manager,Top manager is male,t3,79.17689514,1.3148332,493.0,Global,,
Viet Nam2015,VNM,2015.0,Gender of Top Manager,Top manager is male,t4,10.49520206,2.0454097,498.0,Global,,
Viet Nam2015,VNM,2015.0,Gender of Top Manager,Top manager is male,t5,51.57589722,3.7613418,768.0,Global,,
Viet Nam2015,VNM,2015.0,Gender of Top Manager,Top manager is male,t7,23.94287872,2.8398507,765.0,Global,,
Viet Nam2015,VNM,2015.0,Gender of Top Manager,Top manager is male,t8,57.29435349,7.574045,239.0,Global,,
Viet Nam2015,VNM,2015.0,Gender of Top Manager,Top manager is male,t9,38.50226593,3.696782,747.0,Global,,
Viet Nam2015,VNM,2015.0,Gender of Top Manager,Top manager is male,bready_tax1_median,.,,,Global,,
Viet Nam2015,VNM,2015.0,Gender of Top Manager,Top manager is male,bready_tax2,.,,,Global,,
Viet Nam2015,VNM,2015.0,Gender of Top Manager,Top manager is male,bready_tax3,.,,,Global,,
Viet Nam2015,VNM,2015.0,Gender of Top Manager,Top manager is male,bready_tax4_median,.,,,Global,,
Viet Nam2015,VNM,2015.0,Gender of Top Manager,Top manager is male,bready_tax5_median,.,,,Global,,
